cfips,population,year
54107,66646,2022
54109,16580,2022
55001,17246,2022
55003,12107,2022
55005,35390,2022
55007,12478,2022
55009,200180,2022
55011,10419,2022
55013,12665,2022
55015,38119,2022
55017,49985,2022
55019,24423,2022
55021,45104,2022
55023,12948,2022
55025,431982,2022
55027,70191,2022
55029,23111,2022
55031,34910,2022
55033,36215,2022
55035,83024,2022
55037,3646,2022
55039,80705,2022
55041,7219,2022
55043,40870,2022
55045,28644,2022
55047,14633,2022
55049,18274,2022
55051,4845,2022
55053,16068,2022
55055,66951,2022
55057,21260,2022
55059,130398,2022
55061,16074,2022
55063,94801,2022
55065,12641,2022
55067,15450,2022
55069,22600,2022
55071,62697,2022
55073,104498,2022
55075,32690,2022
55077,12394,2022
55078,3079,2022
55079,721518,2022
55081,34494,2022
55083,30254,2022
55085,29330,2022
55087,142878,2022
55089,70145,2022
55091,5754,2022
55093,33583,2022
55095,34457,2022
55097,57212,2022
55099,11079,2022
55101,150501,2022
55103,13655,2022
55105,124855,2022
55107,11199,2022
55109,67431,2022
55111,49544,2022
55113,13384,2022
55115,32054,2022
55117,89661,2022
55119,15550,2022
55121,22138,2022
55123,22752,2022
55125,18296,2022
55127,81949,2022
55129,12772,2022
55131,105807,2022
55133,316103,2022
55135,40571,2022
55137,19816,2022
55139,135844,2022
55141,57134,2022
56001,32489,2022
56003,8800,2022
56005,34104,2022
56007,11590,2022
56009,10400,2022
56011,5666,2022
56013,29723,2022
56015,10591,2022
56017,3666,2022
56019,6831,2022
56021,76448,2022
56023,14350,2022
56025,60809,2022
56027,1868,2022
56029,23274,2022
56031,7034,2022
56033,23933,2022
56035,7597,2022
56037,32049,2022
56039,19164,2022
56041,14516,2022
56043,6045,2022
56045,5601,2022
72001,14117,2022
72003,30760,2022
72005,41837,2022
72007,20526,2022
72009,18364,2022
72011,21842,2022
72013,68451,2022
72015,13837,2022
72017,19242,2022
72019,21921,2022
72021,143145,2022
72023,39480,2022
72025,103131,2022
72027,25426,2022
72029,36035,2022
72031,123441,2022
72033,19042,2022
72035,35318,2022
72037,9200,2022
72039,13037,2022
72041,31359,2022
72043,31113,2022
72045,15211,2022
72047,26209,2022
72049,1090,2022
72051,28829,2022
72053,24426,2022
72054,9221,2022
72055,12745,2022
72057,32346,2022
72059,14456,2022
72061,71553,2022
72063,37703,2022
72065,32441,2022
72067,13158,2022
72069,42129,2022
72071,33639,2022
72073,11204,2022
72075,35880,2022
72077,30521,2022
72079,18493,2022
72081,20333,2022
72083,6503,2022
72085,29973,2022
72087,20107,2022
72089,14575,2022
72091,30712,2022
72093,4849,2022
72095,8621,2022
72097,60816,2022
72099,28510,2022
72101,24442,2022
72103,20364,2022
72105,22319,2022
72107,16388,2022
72109,13605,2022
72111,15416,2022
72113,109299,2022
72115,18839,2022
72117,11559,2022
72119,39857,2022
72121,17955,2022
72123,21833,2022
72125,25154,2022
72127,269583,2022
72129,29854,2022
72131,29538,2022
72133,16930,2022
72135,57970,2022
72137,61594,2022
72139,52690,2022
72141,22737,2022
72143,29050,2022
72145,41383,2022
72147,6884,2022
72149,17344,2022
72151,26803,2022
72153,28215,2022
1001,44438,2023
1003,178105,2023
1005,19995,2023
1007,17800,2023
1009,45201,2023
1011,8083,2023
1013,14816,2023
1015,91014,2023
1017,27568,2023
1019,20128,2023
1021,34112,2023
1023,10206,2023
1025,18168,2023
1027,11167,2023
1029,11603,2023
1031,40371,2023
1033,44747,2023
1035,9327,2023
1037,8746,2023
1039,29156,2023
1041,10270,2023
1043,67446,2023
1045,38032,2023
1047,29714,2023
1049,54133,2023
1051,67679,2023
1053,28519,2023
1055,81038,2023
1057,12873,2023
1059,23936,2023
1061,20701,2023
1063,6122,2023
1065,11346,2023
1067,13572,2023
1069,81728,2023
1071,41465,2023
1073,517754,2023
1075,10906,2023
1077,74790,2023
1079,25847,2023
1081,135617,2023
1083,78504,2023
1085,8003,2023
1087,16116,2023
1089,298319,2023
1091,14996,2023
1093,23208,2023
1095,72536,2023
1097,316795,2023
1099,15774,2023
1101,174764,2023
1103,94205,2023
1105,6855,2023
1107,15558,2023
1109,26768,2023
1111,17264,2023
1113,44606,2023
1115,69909,2023
1117,169172,2023
1119,10058,2023
1121,64623,2023
1123,32685,2023
1125,176437,2023
1127,50575,2023
1129,12335,2023
1131,8156,2023
1133,18834,2023
2013,2927,2023
2016,4616,2023
2020,221541,2023
2050,11965,2023
2060,690,2023
2063,5395,2023
2066,2001,2023
2068,1993,2023
2070,3357,2023
2090,73766,2023
2100,1443,2023
2105,2040,2023
2110,25496,2023
2122,45537,2023
2130,10919,2023
2150,9964,2023
2158,4943,2023
2164,726,2023
2170,78224,2023
2180,6590,2023
2185,7876,2023
2188,5005,2023
2195,2767,2023
2198,4583,2023
2220,6724,2023
2230,1136,2023
2240,4968,2023
2275,1670,2023
2282,438,2023
2290,3917,2023
4001,48535,2023
4003,98244,2023
4005,115391,2023
4007,42588,2023
4009,27997,2023
4011,6930,2023
4012,14061,2023
4013,3330206,2023
4015,175343,2023
4017,78250,2023
4019,819435,2023
4021,325724,2023
4023,34595,2023
4025,196008,2023
4027,151461,2023
5001,13252,2023
5003,14920,2023
5005,34085,2023
5007,205591,2023
5009,28856,2023
5011,7983,2023
5013,3899,2023
5015,21965,2023
5017,8090,2023
5019,17423,2023
5021,11469,2023
5023,20073,2023
5025,6059,2023
5027,18108,2023
5029,15963,2023
5031,82253,2023
5033,45601,2023
5035,35149,2023
5037,12928,2023
5039,5212,2023
5041,8555,2023
5043,13688,2023
5045,94683,2023
5047,13166,2023
5049,9513,2023
5051,79550,2023
5053,13860,2023
5055,34447,2023
5057,15169,2023
5059,25915,2023
5061,9486,2023
5063,28808,2023
5065,11139,2023
5067,13500,2023
5069,53208,2023
5071,19498,2023
5073,5135,2023
5075,12637,2023
5077,7177,2023
5079,10913,2023
5081,9383,2023
5083,16657,2023
5085,54894,2023
5087,12664,2023
5089,13671,2023
5091,32667,2023
5093,30285,2023
5095,5410,2023
5097,6957,2023
5099,6444,2023
5101,5866,2023
5103,17671,2023
5105,7734,2023
5107,12444,2023
5109,8014,2023
5111,17610,2023
5113,14977,2023
5115,48739,2023
5117,6560,2023
5119,304940,2023
5121,13995,2023
5123,18593,2023
5125,93719,2023
5127,7587,2023
5129,6286,2023
5131,97086,2023
5133,11451,2023
5135,13611,2023
5137,9896,2023
5139,29769,2023
5141,12795,2023
5143,183715,2023
5145,59019,2023
5147,4957,2023
5149,15532,2023
6001,1329045,2023
6003,1055,2023
6005,33981,2023
6007,173574,2023
6009,37627,2023
6011,15844,2023
6013,898135,2023
6015,21665,2023
6017,152500,2023
6019,716839,2023
6021,20906,2023
6023,110770,2023
6025,128186,2023
6027,14808,2023
6029,642656,2023
6031,110539,2023
6033,53260,2023
6035,27533,2023
6037,7850552,2023
6039,113116,2023
6041,209933,2023
6043,14329,2023
6045,71947,2023
6047,196572,2023
6049,7014,2023
6051,10644,2023
6053,323519,2023
6055,110391,2023
6057,84513,2023
6059,2483232,2023
6061,310884,2023
6063,16210,2023
6065,1802796,2023
6067,1199220,2023
6069,46877,2023
6071,1597087,2023
6073,2582479,2023
6075,747739,2023
6077,561891,2023
6079,232556,2023
6081,606703,2023
6083,347143,2023
6085,1509959,2023
6087,220153,2023
6089,142312,2023
6091,2604,2023
6093,35170,2023
6095,350936,2023
6097,395702,2023
6099,400551,2023
6101,73301,2023
6103,49606,2023
6105,13245,2023
6107,325892,2023
6109,45855,2023
6111,652005,2023
6113,171254,2023
6115,58106,2023
8001,379526,2023
8003,12358,2023
8005,498876,2023
8007,10899,2023
8009,2749,2023
8011,4947,2023
8013,266578,2023
8014,56436,2023
8015,16520,2023
8017,1207,2023
8019,8211,2023
8021,5612,2023
8023,2965,2023
8025,5097,2023
8027,3988,2023
8029,25054,2023
8031,570801,2023
8033,2016,2023
8035,262672,2023
8037,43765,2023
8039,20353,2023
8041,549316,2023
8043,41044,2023
8045,45794,2023
8047,4950,2023
8049,12873,2023
8051,14053,2023
8053,762,2023
8055,5704,2023
8057,1177,2023
8059,466461,2023
8061,1035,2023
8063,5247,2023
8065,6006,2023
8067,45336,2023
8069,285743,2023
8071,11867,2023
8073,4492,2023
8075,17340,2023
8077,121472,2023
8079,686,2023
8081,9845,2023
8083,20291,2023
8085,33312,2023
8087,21343,2023
8089,14243,2023
8091,4111,2023
8093,14695,2023
8095,3228,2023
8097,14532,2023
8099,8901,2023
8101,129675,2023
8103,4888,2023
8105,8900,2023
8107,20530,2023
8109,5104,2023
8111,595,2023
8113,6721,2023
8115,1864,2023
8117,25990,2023
8119,20467,2023
8121,3753,2023
8123,238248,2023
8125,7217,2023
9001,741518,2023
9003,708888,2023
9005,151538,2023
9007,135690,2023
9009,689256,2023
9011,216527,2023
9013,124033,2023
9015,93389,2023
10001,138504,2023
10003,445153,2023
10005,190590,2023
11001,558132,2023
12001,225995,2023
12003,21353,2023
12005,143083,2023
12007,22432,2023
12009,490744,2023
12011,1523466,2023
12013,11091,2023
12015,162524,2023
12017,129077,2023
12019,165770,2023
12021,308884,2023
12023,54105,2023
12027,27532,2023
12029,13619,2023
12031,759743,2023
12033,251498,2023
12035,94648,2023
12037,10323,2023
12039,34589,2023
12041,14130,2023
12043,10424,2023
12045,12802,2023
12047,11250,2023
12049,18901,2023
12051,28846,2023
12053,156399,2023
12055,83815,2023
12057,1121562,2023
12059,15711,2023
12061,132826,2023
12063,38970,2023
12065,11925,2023
12067,6746,2023
12069,302648,2023
12071,619418,2023
12073,236202,2023
12075,34047,2023
12077,6478,2023
12079,14676,2023
12081,322847,2023
12083,300497,2023
12085,132332,2023
12086,2139186,2023
12087,69494,2023
12089,70864,2023
12091,162335,2023
12093,31155,2023
12095,1098109,2023
12097,287076,2023
12099,1196724,2023
12101,438499,2023
12103,803292,2023
12105,554196,2023
12107,57344,2023
12109,207528,2023
12111,259936,2023
12113,143571,2023
12115,367897,2023
12117,368714,2023
12119,118206,2023
12121,34127,2023
12123,17508,2023
12125,12938,2023
12127,451192,2023
12129,26223,2023
12131,58320,2023
12133,20087,2023
13001,13901,2023
13003,6079,2023
13005,8284,2023
13007,2392,2023
13009,35590,2023
13011,13966,2023
13013,60810,2023
13015,81883,2023
13017,12946,2023
13019,13742,2023
13021,118401,2023
13023,10137,2023
13025,13718,2023
13027,12644,2023
13029,30493,2023
13031,63656,2023
13033,18040,2023
13035,19884,2023
13037,4703,2023
13039,41029,2023
13043,8116,2023
13045,90154,2023
13047,52204,2023
13049,10122,2023
13051,232423,2023
13053,7634,2023
13055,19291,2023
13057,198794,2023
13059,106045,2023
13061,2330,2023
13063,212369,2023
13065,5015,2023
13067,583920,2023
13069,32484,2023
13071,33828,2023
13073,114974,2023
13075,12801,2023
13077,109881,2023
13079,9569,2023
13081,15638,2023
13083,13079,2023
13085,20967,2023
13087,21876,2023
13089,583319,2023
13091,16174,2023
13093,9575,2023
13095,66143,2023
13097,106299,2023
13099,8145,2023
13101,2847,2023
13103,46539,2023
13105,15217,2023
13107,17022,2023
13109,7888,2023
13111,21086,2023
13113,90517,2023
13115,75524,2023
13117,178980,2023
13119,18138,2023
13121,826168,2023
13123,25078,2023
13125,2261,2023
13127,66113,2023
13129,43458,2023
13131,19621,2023
13133,15076,2023
13135,693334,2023
13137,35423,2023
13139,151111,2023
13141,7481,2023
13143,22631,2023
13145,26908,2023
13147,20413,2023
13149,8813,2023
13151,176072,2023
13153,119654,2023
13155,7565,2023
13157,55018,2023
13159,11072,2023
13161,10853,2023
13163,12003,2023
13165,6871,2023
13167,7515,2023
13169,21797,2023
13171,14628,2023
13173,7553,2023
13175,36902,2023
13177,23951,2023
13179,46215,2023
13181,6194,2023
13183,11866,2023
13185,88848,2023
13187,27371,2023
13189,16472,2023
13191,9508,2023
13193,10081,2023
13195,22948,2023
13197,5983,2023
13199,16252,2023
13201,4608,2023
13205,16979,2023
13207,22009,2023
13209,6920,2023
13211,15159,2023
13213,30028,2023
13215,153393,2023
13217,82312,2023
13219,30081,2023
13221,11664,2023
13223,122330,2023
13225,21927,2023
13227,26310,2023
13229,14736,2023
13231,14329,2023
13233,31827,2023
13235,8251,2023
13237,17501,2023
13239,1967,2023
13241,13912,2023
13243,4763,2023
13245,158521,2023
13247,70134,2023
13249,3569,2023
13251,11054,2023
13253,7293,2023
13255,50922,2023
13257,20854,2023
13259,4734,2023
13261,22955,2023
13263,4871,2023
13265,1376,2023
13267,18457,2023
13269,6257,2023
13271,10249,2023
13273,6999,2023
13275,34794,2023
13277,30919,2023
13279,19822,2023
13281,10751,2023
13283,4789,2023
13285,52436,2023
13287,6667,2023
13289,6480,2023
13291,20416,2023
13293,20974,2023
13295,53147,2023
13297,72015,2023
13299,27219,2023
13301,4142,2023
13303,15718,2023
13305,22784,2023
13307,1850,2023
13309,6299,2023
13311,22432,2023
13313,76317,2023
13315,7157,2023
13317,7627,2023
13319,6888,2023
13321,16218,2023
15001,157270,2023
15003,799096,2023
15005,47,2023
15007,57284,2023
15009,128781,2023
16001,371775,2023
16003,3626,2023
16005,63813,2023
16007,4586,2023
16009,7360,2023
16011,32914,2023
16013,18647,2023
16015,6357,2023
16017,37275,2023
16019,84271,2023
16021,9164,2023
16023,1983,2023
16025,745,2023
16027,163530,2023
16029,5009,2023
16031,16756,2023
16033,652,2023
16035,7320,2023
16037,3550,2023
16039,21155,2023
16041,9523,2023
16043,10003,2023
16045,14419,2023
16047,11200,2023
16049,13266,2023
16051,20089,2023
16053,16720,2023
16055,129773,2023
16057,32036,2023
16059,6528,2023
16061,2770,2023
16063,3724,2023
16065,37160,2023
16067,15125,2023
16069,32762,2023
16071,3278,2023
16073,8777,2023
16075,18384,2023
16077,5414,2023
16079,10415,2023
16081,8721,2023
16083,64642,2023
16085,9543,2023
16087,8027,2023
17001,50882,2023
17003,4242,2023
17005,13668,2023
17007,40386,2023
17009,5227,2023
17011,26194,2023
17013,3620,2023
17015,12541,2023
17017,9847,2023
17019,167098,2023
17021,26817,2023
17023,11967,2023
17025,10249,2023
17027,29113,2023
17029,38896,2023
17031,4113751,2023
17033,15116,2023
17035,8124,2023
17037,79037,2023
17039,12288,2023
17041,14789,2023
17043,721393,2023
17045,13621,2023
17047,4817,2023
17049,26252,2023
17051,16944,2023
17053,10458,2023
17055,29554,2023
17057,27286,2023
17059,4033,2023
17061,9552,2023
17063,39141,2023
17065,6268,2023
17067,14034,2023
17069,3189,2023
17071,5289,2023
17073,38361,2023
17075,21343,2023
17077,43552,2023
17079,7174,2023
17081,28975,2023
17083,17143,2023
17085,17811,2023
17087,10690,2023
17089,387240,2023
17091,83336,2023
17093,93603,2023
17095,40151,2023
17097,542057,2023
17099,86278,2023
17101,12520,2023
17103,27522,2023
17105,28037,2023
17107,22773,2023
17109,22934,2023
17111,237841,2023
17113,134442,2023
17115,80848,2023
17117,35578,2023
17119,207634,2023
17121,28889,2023
17123,9346,2023
17125,10469,2023
17127,11133,2023
17129,9518,2023
17131,12398,2023
17133,26961,2023
17135,22695,2023
17137,26822,2023
17139,10872,2023
17141,40064,2023
17143,138668,2023
17145,17051,2023
17147,12926,2023
17149,11521,2023
17151,3127,2023
17153,4165,2023
17155,4485,2023
17157,24677,2023
17159,12134,2023
17161,112137,2023
17163,197437,2023
17165,18710,2023
17167,152835,2023
17169,5743,2023
17171,3846,2023
17173,16570,2023
17175,4278,2023
17177,35136,2023
17179,101880,2023
17181,13591,2023
17183,57187,2023
17185,8863,2023
17187,13207,2023
17189,10901,2023
17191,12547,2023
17193,10878,2023
17195,43534,2023
17197,523977,2023
17199,52498,2023
17201,218063,2023
17203,29197,2023
18001,24398,2023
18003,283322,2023
18005,62052,2023
18007,6507,2023
18009,9426,2023
18011,51534,2023
18013,12764,2023
18015,15774,2023
18017,29145,2023
18019,93071,2023
18021,20228,2023
18023,24286,2023
18025,8208,2023
18027,23388,2023
18029,39145,2023
18031,20132,2023
18033,32544,2023
18035,91825,2023
18037,32794,2023
18039,149162,2023
18041,18220,2023
18043,61487,2023
18045,12781,2023
18047,17468,2023
18049,15551,2023
18051,25068,2023
18053,52773,2023
18055,24164,2023
18057,250337,2023
18059,60145,2023
18061,30686,2023
18063,129176,2023
18065,38686,2023
18067,64154,2023
18069,28639,2023
18071,34581,2023
18073,25320,2023
18075,15391,2023
18077,26234,2023
18079,21182,2023
18081,120255,2023
18083,28480,2023
18085,60928,2023
18087,27003,2023
18089,378947,2023
18091,87971,2023
18093,35284,2023
18095,101804,2023
18097,728632,2023
18099,34570,2023
18101,7646,2023
18103,28447,2023
18105,118071,2023
18107,29285,2023
18109,55122,2023
18111,10889,2023
18113,35690,2023
18115,4767,2023
18117,15244,2023
18119,16741,2023
18121,12767,2023
18123,15108,2023
18125,9621,2023
18127,134349,2023
18129,19644,2023
18131,9751,2023
18133,29558,2023
18135,18937,2023
18137,22030,2023
18139,12861,2023
18141,207594,2023
18143,18761,2023
18145,34529,2023
18147,15589,2023
18149,17781,2023
18151,27281,2023
18153,16546,2023
18155,7442,2023
18157,147623,2023
18159,12105,2023
18161,5612,2023
18163,140574,2023
18165,12054,2023
18167,84607,2023
18169,24646,2023
18171,6579,2023
18173,48351,2023
18175,21557,2023
18177,51734,2023
18179,21138,2023
18181,18836,2023
18183,26164,2023
19001,5776,2023
19003,2903,2023
19005,10717,2023
19007,9494,2023
19009,4398,2023
19011,19638,2023
19013,102553,2023
19015,20941,2023
19017,19162,2023
19019,15168,2023
19021,15293,2023
19023,11098,2023
19025,7726,2023
19027,15775,2023
19029,10160,2023
19031,14402,2023
19033,34099,2023
19035,8977,2023
19037,9149,2023
19039,7190,2023
19041,12563,2023
19043,13442,2023
19045,35944,2023
19047,12345,2023
19049,70059,2023
19051,6375,2023
19053,6034,2023
19055,13298,2023
19057,30161,2023
19059,14113,2023
19061,76069,2023
19063,7498,2023
19065,15399,2023
19067,12081,2023
19069,7697,2023
19071,5174,2023
19073,6834,2023
19075,9433,2023
19077,8243,2023
19079,11609,2023
19081,8470,2023
19083,13619,2023
19085,11166,2023
19087,16055,2023
19089,7038,2023
19091,7314,2023
19093,5246,2023
19095,12745,2023
19097,15175,2023
19099,29244,2023
19101,12640,2023
19103,121459,2023
19105,16182,2023
19107,7728,2023
19109,11526,2023
19111,26423,2023
19113,175272,2023
19115,8425,2023
19117,6686,2023
19119,8561,2023
19121,12235,2023
19123,16816,2023
19125,25552,2023
19127,29880,2023
19129,11201,2023
19131,7989,2023
19133,6782,2023
19135,5736,2023
19137,7812,2023
19139,32408,2023
19141,10734,2023
19143,4706,2023
19145,12209,2023
19147,6865,2023
19149,19102,2023
19151,5487,2023
19153,367044,2023
19155,71387,2023
19157,14895,2023
19159,3590,2023
19161,7636,2023
19163,132618,2023
19165,9164,2023
19167,25888,2023
19169,81790,2023
19171,12925,2023
19173,4544,2023
19175,9432,2023
19177,5525,2023
19179,27122,2023
19181,39004,2023
19183,16909,2023
19185,4820,2023
19187,29147,2023
19189,8361,2023
19191,16360,2023
19193,77611,2023
19195,5908,2023
19197,9757,2023
20001,9751,2023
20003,5799,2023
20005,12535,2023
20007,3166,2023
20009,19560,2023
20011,10701,2023
20013,7059,2023
20015,50186,2023
20017,2039,2023
20019,2618,2023
20021,14961,2023
20023,2088,2023
20025,1513,2023
20027,6153,2023
20029,6828,2023
20031,6539,2023
20033,1430,2023
20035,26483,2023
20037,30318,2023
20039,2197,2023
20041,14244,2023
20043,6063,2023
20045,97088,2023
20047,2219,2023
20049,1891,2023
20051,22672,2023
20053,5192,2023
20055,26724,2023
20057,23982,2023
20059,19732,2023
20061,25067,2023
20063,2061,2023
20065,1935,2023
20067,5155,2023
20069,4011,2023
20071,894,2023
20073,4734,2023
20075,1877,2023
20077,4123,2023
20079,25725,2023
20081,2727,2023
20083,1448,2023
20085,9931,2023
20087,14195,2023
20089,2308,2023
20091,458322,2023
20093,2827,2023
20095,5851,2023
20097,1853,2023
20099,15293,2023
20101,1178,2023
20103,62218,2023
20105,2255,2023
20107,7467,2023
20109,2091,2023
20111,25069,2023
20113,23315,2023
20115,9346,2023
20117,7550,2023
20119,3004,2023
20121,25693,2023
20123,4548,2023
20125,24129,2023
20127,4253,2023
20129,2042,2023
20131,7369,2023
20133,11963,2023
20135,2155,2023
20137,4367,2023
20139,12111,2023
20141,2773,2023
20143,4447,2023
20145,5418,2023
20147,3909,2023
20149,17622,2023
20151,6924,2023
20153,1983,2023
20155,48098,2023
20157,3637,2023
20159,7276,2023
20161,60603,2023
20163,3843,2023
20165,2239,2023
20167,5241,2023
20169,41652,2023
20171,3699,2023
20173,386727,2023
20175,15238,2023
20177,136627,2023
20179,1834,2023
20181,4524,2023
20183,2860,2023
20185,3102,2023
20187,1437,2023
20189,3774,2023
20191,17061,2023
20193,6008,2023
20195,2282,2023
20197,5249,2023
20199,1152,2023
20201,4278,2023
20203,1648,2023
20205,6607,2023
20207,2546,2023
20209,121439,2023
21001,14997,2023
21003,15775,2023
21005,18030,2023
21007,6195,2023
21009,33740,2023
21011,9392,2023
21013,19351,2023
21015,99346,2023
21017,15661,2023
21019,37981,2023
21021,24283,2023
21023,6357,2023
21025,10789,2023
21027,15699,2023
21029,63892,2023
21031,9541,2023
21033,9773,2023
21035,30495,2023
21037,73542,2023
21039,3698,2023
21041,7950,2023
21043,20698,2023
21045,12202,2023
21047,52680,2023
21049,28459,2023
21051,16130,2023
21053,7355,2023
21055,6974,2023
21057,4712,2023
21059,77285,2023
21061,9817,2023
21063,6076,2023
21065,11034,2023
21067,253885,2023
21069,11339,2023
21071,28098,2023
21073,40525,2023
21075,5098,2023
21077,6584,2023
21079,13337,2023
21081,18082,2023
21083,27842,2023
21085,19989,2023
21087,8739,2023
21089,28211,2023
21091,6817,2023
21093,82902,2023
21095,20650,2023
21097,14436,2023
21099,14427,2023
21101,34771,2023
21103,11964,2023
21105,3629,2023
21107,34977,2023
21109,10021,2023
21111,606872,2023
21113,40317,2023
21115,17724,2023
21117,128157,2023
21119,11607,2023
21121,23163,2023
21123,11513,2023
21125,47645,2023
21127,12378,2023
21129,5825,2023
21131,8386,2023
21133,16989,2023
21135,10078,2023
21137,18505,2023
21139,7133,2023
21141,20799,2023
21143,7477,2023
21145,52322,2023
21147,13126,2023
21149,7020,2023
21151,72963,2023
21153,9112,2023
21155,14898,2023
21157,25139,2023
21159,9140,2023
21161,13177,2023
21163,23047,2023
21165,4725,2023
21167,17493,2023
21169,7844,2023
21171,8668,2023
21173,21424,2023
21175,11163,2023
21177,24561,2023
21179,35384,2023
21181,5756,2023
21183,18174,2023
21185,50371,2023
21187,8671,2023
21189,3270,2023
21191,11156,2023
21193,21734,2023
21195,46611,2023
21197,9875,2023
21199,50091,2023
21201,1664,2023
21203,12642,2023
21205,19822,2023
21207,13744,2023
21209,42107,2023
21211,36734,2023
21213,14656,2023
21215,14820,2023
21217,19898,2023
21219,8931,2023
21221,10936,2023
21223,6693,2023
21225,11272,2023
21227,102573,2023
21229,9173,2023
21231,15656,2023
21233,9947,2023
21235,27291,2023
21237,5144,2023
21239,20814,2023
22001,43000,2023
22003,17949,2023
22005,91664,2023
22007,16697,2023
22009,30495,2023
22011,27316,2023
22013,10135,2023
22015,96495,2023
22017,182577,2023
22019,159147,2023
22021,7464,2023
22023,4299,2023
22025,7140,2023
22027,11887,2023
22029,14540,2023
22031,20314,2023
22033,351168,2023
22035,5896,2023
22037,16117,2023
22039,24464,2023
22041,14914,2023
22043,17649,2023
22045,52345,2023
22047,24387,2023
22049,11914,2023
22051,341453,2023
22053,23985,2023
22055,183637,2023
22057,74882,2023
22059,11331,2023
22061,38682,2023
22063,104831,2023
22065,7877,2023
22067,19560,2023
22069,29071,2023
22071,307088,2023
22073,120278,2023
22075,17424,2023
22077,16363,2023
22079,97918,2023
22081,5919,2023
22083,15403,2023
22085,17110,2023
22087,32173,2023
22089,39535,2023
22091,8612,2023
22093,15746,2023
22095,32019,2023
22097,60777,2023
22099,39601,2023
22101,37792,2023
22103,199684,2023
22105,99842,2023
22107,3299,2023
22109,82137,2023
22111,16602,2023
22113,42960,2023
22115,36866,2023
22117,34850,2023
22119,28813,2023
22121,20637,2023
22123,7669,2023
22125,12832,2023
22127,10991,2023
23001,86401,2023
23003,54798,2023
23005,244793,2023
23007,24178,2023
23009,45946,2023
23011,99443,2023
23013,33323,2023
23015,29017,2023
23017,47218,2023
23019,124526,2023
23021,13887,2023
23023,29656,2023
23025,40838,2023
23027,32247,2023
23029,25006,2023
23031,171184,2023
24001,56844,2023
24003,452868,2023
24005,664734,2023
24009,70902,2023
24011,25316,2023
24013,134381,2023
24015,79928,2023
24017,125346,2023
24019,25614,2023
24021,204925,2023
24023,23599,2023
24025,200979,2023
24027,248776,2023
24029,16270,2023
24031,810843,2023
24033,743664,2023
24035,38994,2023
24037,85729,2023
24039,20578,2023
24041,30597,2023
24043,120214,2023
24045,80381,2023
24047,43259,2023
24510,470655,2023
25001,193713,2023
25003,107279,2023
25005,456154,2023
25007,16639,2023
25009,632842,2023
25011,58759,2023
25013,365560,2023
25015,138065,2023
25017,1300957,2023
25019,11145,2023
25021,569343,2023
25023,414535,2023
25025,661346,2023
25027,675791,2023
26001,8830,2023
26003,7511,2023
26005,90575,2023
26007,23446,2023
26009,19238,2023
26011,12243,2023
26013,6829,2023
26015,48293,2023
26017,82974,2023
26019,14697,2023
26021,120546,2023
26023,34218,2023
26025,103416,2023
26027,40850,2023
26029,21218,2023
26031,21438,2023
26033,30324,2023
26035,24633,2023
26037,61264,2023
26039,10714,2023
26041,29552,2023
26043,20755,2023
26045,86203,2023
26047,27491,2023
26049,314323,2023
26051,20524,2023
26053,12450,2023
26055,75486,2023
26057,33548,2023
26059,35722,2023
26061,29812,2023
26063,25445,2023
26065,229002,2023
26067,51758,2023
26069,21061,2023
26071,9590,2023
26073,54089,2023
26075,125987,2023
26077,204443,2023
26079,14123,2023
26081,496712,2023
26083,1743,2023
26085,10227,2023
26087,70329,2023
26089,18662,2023
26091,78344,2023
26093,152312,2023
26095,4604,2023
26097,9138,2023
26099,693313,2023
26101,20604,2023
26103,54412,2023
26105,23165,2023
26107,32552,2023
26109,19200,2023
26111,65542,2023
26113,11584,2023
26115,121061,2023
26117,51629,2023
26119,7755,2023
26121,135036,2023
26123,38456,2023
26125,1005730,2023
26127,20597,2023
26129,16902,2023
26131,5197,2023
26133,17760,2023
26135,6603,2023
26137,19731,2023
26139,223350,2023
26141,10917,2023
26143,19927,2023
26145,149259,2023
26147,126613,2023
26149,45863,2023
26151,32049,2023
26153,6613,2023
26155,53796,2023
26157,42357,2023
26159,57826,2023
26161,302814,2023
26163,1363035,2023
26165,25716,2023
27001,13113,2023
27003,274132,2023
27005,26453,2023
27007,34318,2023
27009,30533,2023
27011,4042,2023
27013,54859,2023
27015,20198,2023
27017,28117,2023
27019,77679,2023
27021,23581,2023
27023,9557,2023
27025,43446,2023
27027,48785,2023
27029,6365,2023
27031,4692,2023
27033,8620,2023
27035,51661,2023
27037,329115,2023
27039,15438,2023
27041,30279,2023
27043,10825,2023
27045,15923,2023
27047,24032,2023
27049,36882,2023
27051,4664,2023
27053,990122,2023
27055,14596,2023
27057,16682,2023
27059,30966,2023
27061,35588,2023
27063,7807,2023
27065,12577,2023
27067,32748,2023
27069,3289,2023
27071,10020,2023
27073,5339,2023
27075,8791,2023
27077,2973,2023
27079,21750,2023
27081,4332,2023
27083,18847,2023
27085,28163,2023
27087,3720,2023
27089,6967,2023
27091,15655,2023
27093,17571,2023
27095,20072,2023
27097,25910,2023
27099,29761,2023
27101,6419,2023
27103,26646,2023
27105,16041,2023
27107,4950,2023
27109,121281,2023
27111,46675,2023
27113,10787,2023
27115,23297,2023
27117,6847,2023
27119,23560,2023
27121,8839,2023
27123,420543,2023
27125,2954,2023
